No	sitiran 1	case	sitiran 2	bentuk	acuan	speaker 3	speaker mdl dede	speaker 2	jender 1	file 1	File 2	Kesantunan	makna kesantunan	katagori bentuk 1	Fungsi 1	Fungsi 2	Fungsi 3	Fungsi 4	katagori ProN 1	katagori ProN 2	katagori ProN 3	Pronomina Unmarked	Pronomina Inklusif / eksklusif	Formal/informal	jender kuMtul
86	krudung itu harus menutupi bagaian dada,  gitu ya. jadi artinya bahwa	kita	harus mengikuti hijab itu sesuai  dengan syariah islam, bukan karena mode,	kita	NA	NA	NA	NA	F	So Imah Show	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
87	karena kan yang namanya ketika  diberikan sama Allah hidayah berhijab itu	kita	nggak pernah  tahu kapan datangnya. jadi Ia sendiri tidak menyiapkan bahwa	kita	NA	NA	NA	NA	F	So Imah Show	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
88	cuman  di sini dikenalnya hijab itu ya seperti ini, seperti yang	kita	pakai, ya jilbab, gitu. hijab artinya pembatas, penutup. jilbab  ada definisinya	kita	NA	NA	NA	NA	F	So Imah Show	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
89	sendiri gitu. kalo  menurut saya hijab itu penutup semuanya, tapi kalo	kita	bilangnya pake kerudung, kerudung itu kan kalo di Al-qur'an	kita	NA	NA	NA	NA	F	So Imah Show	SI F  11   F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
90	. sekarang banyak  yang berhijab. (SI F   11, 40 HF Soimah   aku kenalin ya,	kita	liat fotonya dulu teman-teman  aku. (SI F   11, 42 HF Somah    teman-	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
91	Soimah   nih ada teman aku, ntar kamu boleh belajar ama  dia.	kita	lihat foto nih teman aku nih. (SI F   11, 48 HF Soimah   nah,	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
92	F   11, 65 HF Soimah   oh, ada, ada, ada, ada satu lagi nih	kita	liat fotonya  dulu. (SI F   11, 67 HF Soimah   banyak teman saya. (SI	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
93	Jeng Lyra apa yang dirasain. (SI F   11, 151 HF Soimah   karena kalo	kita	curhat sama orang belum tentu  sarannya malah baik. (SI F   11, 153 HF	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
94	sarannya malah baik. (SI F   11, 153 HF Soimah   kadang-kadang malah menjerumuskan	kita	. (SI F   11, 155 HF Soimah   benar, jadi memang ya memang (SI F   11, 157	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
95	sekarang berhijab. jadi kiita  lihat artis-artis banyak banget yang berhijab.	kita	lihat tayangannya. (SI F   11, 161 HF Soimah   memang sekarang yang namanya berhijab	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
96	ada yang karena trend, ada yang karena hati, tapi  apapun alasannya	kita	tanggapi dengan positif  karena entah itu trend, entah itu dari hati,	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
97	apa sih? (SI F   11, 168 HF Soimah   soalnya kalo kadang-kadang misalnya	kita	berjilbab bukan dari hati, misalnya saya jalan-jalan  kemana melihat orang	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
98	kan ditengah gini, dia miring  kesini. (SI F   11, 182 HF Soimah   nah	kita	tanyakan saja. (SI F   11, 184 HF Soimah   tapi kita lihat fotonya dulu,	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
99	11, 182 HF Soimah   nah kita tanyakan saja. (SI F   11, 184 HF Soimah   tapi	kita	lihat fotonya dulu, siapa sih? (SI F   11, 186 HF Soimah   uh rambutnya. (	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
100	tayangan punya tayangan  memakai cara memakai jilbab yang bener, yang  bagus.	kita	liat tayangannya. (SI F   11, 266 HF Soimah   masih di Show_Imah.! (SI	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
101	! jauh kamu bersin! aduh uh! (SI F   11, 274 HF Soimah   bagaimana kalau	kita	memanggil pakar hijab,  langsung saja saya panggil ini dia mbak Rima.	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
102	iya, masalah buat loe?! Ya, kayaknya  pemakaian hijab sudah jadi dan	kita	akan melihat  satu per satu hasil dari pekerjaan masing-masing artis	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
103	ini? (SI F   11, 383 HF Soimah    ngaca, ngaca. (SI F   11, 386 HF Soimah	kita	akan mendengarkan komentar dari dewan juri,  masih di Indonesia mencari bakat. (	kita	NA	NA	NA	NA	HF	So Imah Show	SI F  11   HF.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Ft
104	ajarin donk bilangin ama teman- teman. (SI F 11, PH F Deswita	kita	di depan donk Ndoro, di depan biar keliatan muka. (SI F 11,	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
105	depan biar keliatan muka. (SI F 11, PH F Deswita   oh gitu.	Kita	liat yuk. (SI F 11, PH F Deswita   sekarang? (SI F 11, PH	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
106	ya, belum  seperti Yulia dan juga Lyra. tapi mudah-mudahan nanti	kita	juga akan kebagian hidayah itu juga, Ndoro. (SI F 11, PH F	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
107	11, PH F Deswita   tapi mungkin boleh nggak dijawab dulu ya, nanti	kita	akan mendengarkan jawabannya. (SI F 11, PH F Deswita   nih kan acaranya	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
108	F 11, PH F Deswita   dan paling ngaruh ya ama yang punya	kita	ya Ndoro ya. (SI F 11, PH F Deswita   ok, ini dia. (	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
109	pastinya. (SI F 11, PH F Deswita   karena melihat dua bintang tamu	kita	. (SI F 11, PH F Deswita   sekarang sudah berapa bulan Pril? (SI	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
110	F Deswita   waduuhh. (SI F 11, PH F Deswita   iya bener, udah	kita	suruh duduk dulu Ndoro. (SI F 11, PH F Deswita   nanti kita	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
111	kita suruh duduk dulu Ndoro. (SI F 11, PH F Deswita   nanti	kita	akan ngobrol lagi ya. Ndoro boleh nanti kita  akan ngobrol lagi	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
112	F Deswita   nanti kita akan ngobrol lagi ya. Ndoro boleh nanti	kita	akan ngobrol lagi Ndoro ya. (SI F 11, PH F Deswita   silahkan	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
113	Deswita   oh iya, bener. gembel. (SI F 11, PH F Deswita   nah	kita	akan panggilkan 3 pesertanya dulu. (SI F 11, PH F Deswita   coba ada	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
114	tetap pake jilbab nggak pesertanya? berarti  ngomongnya di sini. ok sekarang	kita	akan melihat. (SI F 11, PH F Deswita   nggak ada jepitnya ya	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
115	F Deswita   tauk Yadi! ini bagus ini namanya model ninja, ayo	kita	kasih samurai sekarang. (SI F 11, PH F Deswita   nih kalo diliat	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
116	mukanya jangan ditutup ya Teh.  Astagfirullahal'adzim,aduhhh. kalo mukanya ditutup,	kita	rame-rame donk dipukulin ntar. (SI F 11, PH F Deswita   pemirsa	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
117	F 11, PH F Deswita   pemirsa pasti penasaran nanti hasilnya seperti apa,	kita	berikan kesempatan mereka untuk berkreasi dulu, nanti  kita liat hasilnya ya.	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
118	hasilnya seperti apa, kita  berikan kesempatan mereka untuk berkreasi dulu, nanti	kita	liat hasilnya ya. ok, jangan kemana-mana, tetap di  Show_Imah. (	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
119	11, PH F Deswita   eh, dia aja malu liat muka sendiri apalagi	kita	ye. (SI F 11, PH F Deswita   promo acara mulu ibu! (SI	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
120	11, PH F Deswita   iya pemirsa, seperti biasa terima kasih sudah..bersama	kita	,  ada hari apa aja kalo Show_Imah? silahkan bang Yadi. (SI	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  11   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
121	, silahkan. (SI F   11, 187 Yadi    cantik-cantik. (SI F   11, 193 Yadi    iya, nanti	kita	akan ngobrol lagi dengan (SI F   11, 205 Yadi    nggak kuat.. (SI F   11, 222	kita	NA	NA	NA	NA	PH M	So Imah Show	SI F  11   PH M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
122	liburan. (SI F 12, 278 M Tigor : oh, ya. (SI F 12, 280 M Tigor :	kita	nggak ada yang keluar. (SI F 12, 283 M Tigor : aaa..ini keluarga	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
123	adik-adiknya gitu. (SI F 12, 341 M Tigor : saking carenya aja, kalo	kita	belum pulang ke rumah  dia belum mau tidur. (SI F 12, 342 M	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
124	F 12, 357 M Dimas : dia, nggak, jarang. (SI F 12, 358 M Dimas : oh	kita	, kita tau, cuman ya nggak cerita   360 M Tigor : nggak, nggak sampe. (	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
125	12, 357 M Dimas : dia, nggak, jarang. (SI F 12, 358 M Dimas : oh kita,	kita	tau, cuman ya nggak cerita   360 M Tigor : nggak, nggak sampe. (SI	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
126	udah punya calon"" gitu aja. (SI F 12, 364 M Tigor : ya baguslah,	kita	sebagai adikkan mendukung ya  donk. (SI F 12, 366 M Tigor : mengingat udah	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
127	gantung gitu dilap-lap (SI F 12, 446 M Tigor : ya kalo bisa	kita	NA	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
128	gitu dilap-lap (SI F 12, 446 M Tigor : ya kalo bisa kita-	kita	nih sama seperti dia gitu.  hidupn yang mandiri, tegar, jangan tunjukkin	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
129	tunjukkin sama  anak-anak maksudnya, anak-anak saya ato siapa,  bahwa	kita	lemah ato apa kita harus bisa, saya aja  perempuan bisa masa	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
130	maksudnya, anak-anak saya ato siapa,  bahwa kita lemah ato apa	kita	harus bisa, saya aja  perempuan bisa masa kalian laki nggak bisa. (	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
131	ingin (SI F 12, 536 M Sahrul : aku ingin dikesempatan kali ini, aaa..	kita	berdoa  untuk mama Uli, mm..semoga arwah almarhum  diterima di sisi	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
132	di sisi Allah SWT, dijauhkan dari siksa  kubur, dilapangkan kuburnya, dan	kita	berdoa untuk  keselamatan kita semuanya ya.  Bismillahirrahmanirrahim, Allahumma inna nas aluka	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
133	, dijauhkan dari siksa  kubur, dilapangkan kuburnya, dan kita berdoa untuk  keselamatan	kita	semuanya ya.  Bismillahirrahmanirrahim, Allahumma inna nas aluka  salamatan fidzin, wa afiatan	kita	NA	NA	NA	NA	M	So Imah Show	SI F  12   M.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Intimacy Marker	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	Mt
134	31 Deswita : Teteh boleh nggak dijawab dulu, Teteh. nanti aja  dijawabnya karena	kita	akan tau, sedekat apa dan  kenapa memilih untuk memanggil mami. Jangan	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
135	, banyak banget yang mo di sharing tapi  nanti ya Ndoro ya..?	kita	akan kembali lagi untuk  ngobrol-ngobrol sama Sahrul Gunawan. (SI F 12,	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
136	! (SI F 12, PH F 173 Deswita : betul (SI F 12, PH F 190 Deswita :	kita	akan mencoba telfon dulu. (SI F 12, PH F 192 Deswita : sambil kita	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
137	: kita akan mencoba telfon dulu. (SI F 12, PH F 192 Deswita : sambil	kita	terus mencoba ya. (SI F 12, PH F 194 Deswita : betul (SI F 12,	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
138	F 194 Deswita : betul (SI F 12, PH F 196 Deswita : masih, ya. sambil	kita	terusin juga Ndoro boleh  ngobrolnya. (SI F 12, PH F 198 Deswita : care	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
139	: dia dianggap anaknya ya? (SI F 12, PH F 224 Deswita : nah Ndoro	kita	masih mencoba lagi untuk  menelfon aa..suami tercinta dari mami uli? (	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
140	12, PH F 244 Deswita : silahkan.. (SI F 12, PH F 246 Deswita : ya, nanti	kita	akan denger juga ya Ndoro ya,  seperti apa ceritanya, bagaimana sosok	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
141	12, PH F 470 Deswita : ke public (SI F 12, PH F 472 Deswita : akhirnya	kita	semua tau gitu ya. (SI F 12, PH F 478 Deswita : tapi bukan	kita	NA	NA	NA	NA	PH F	So Imah Show	SI F  12   PH F.txt	Kesantunan positif	hubungan simetri / keakraban	9. Pronomina (Pronoun)	2. Selama Wawancara	keakraban	Kekuasaan	1. kita (inclusive form)	1b. Pronomina Orang. I jamak	1. 1st person	Pronominal Pronoun	Unmarked	inclusive	Formal	NA
